iter	Passed	Remaining
543	2238	1876
544	2241	1870
545	2244	1866
546	2248	1861
547	2251	1857
548	2255	1852
549	2258	1848
550	2262	1843
551	2266	1839
552	2269	1834
553	2274	1830
554	2276	1825
555	2281	1821
556	2284	1817
557	2288	1812
558	2291	1807
559	2295	1803
560	2298	1798
561	2302	1794
562	2306	1790
563	2310	1785
564	2313	1781
565	2317	1776
566	2321	1772
567	2324	1767
568	2327	1763
569	2331	1758
570	2334	1754
571	2338	1749
572	2341	1744
573	2344	1740
574	2348	1735
575	2352	1731
576	2355	1727
577	2358	1722
578	2362	1717
579	2366	1713
580	2370	1709
581	2373	1704
582	2377	1700
583	2380	1695
584	2383	1691
585	2387	1686
586	2390	1681
587	2393	1677
588	2397	1673
589	2400	1668
590	2404	1663
591	2408	1659
592	2411	1655
593	2415	1651
594	2419	1647
595	2423	1642
596	2426	1637
597	2429	1633
598	2434	1629
599	2436	1624
600	2441	1620
601	2444	1616
602	2448	1612
603	2452	1608
604	2456	1603
605	2460	1599
606	2463	1594
607	2466	1590
608	2469	1585
609	2473	1581
610	2476	1576
611	2478	1571
612	2482	1567
613	2484	1562
614	2489	1558
615	2491	1553
616	2495	1548
617	2499	1544
618	2503	1541
619	2506	1536
620	2511	1532
621	2514	1528
622	2518	1523
623	2522	1519
624	2525	1515
625	2527	1510
626	2531	1506
627	2535	1501
628	2539	1497
629	2542	1493
630	2546	1489
631	2550	1484
632	2552	1479
633	2556	1475
634	2559	1471
635	2563	1467
636	2567	1463
637	2570	1458
638	2574	1454
639	2578	1450
640	2581	1445
641	2585	1441
642	2588	1437
643	2592	1433
644	2594	1428
645	2598	1423
646	2601	1419
647	2605	1415
648	2607	1410
649	2613	1407
650	2617	1403
651	2621	1399
652	2624	1394
653	2627	1390
654	2630	1385
655	2634	1381
656	2638	1377
657	2642	1373
658	2646	1369
659	2649	1364
660	2653	1361
661	2656	1356
662	2660	1352
663	2663	1347
664	2668	1344
665	2671	1339
666	2674	1335
667	2677	1330
668	2681	1326
669	2683	1321
670	2688	1318
671	2691	1313
672	2696	1310
673	2700	1306
674	2704	1302
675	2709	1298
676	2713	1294
677	2717	1290
678	2721	1286
679	2725	1282
680	2729	1278
681	2732	1274
682	2737	1270
683	2740	1265
684	2744	1261
685	2747	1257
686	2751	1253
687	2754	1249
688	2758	1244
689	2761	1240
690	2765	1236
691	2768	1232
692	2772	1228
693	2775	1223
694	2779	1219
695	2782	1215
696	2786	1211
697	2791	1207
698	2795	1203
699	2799	1199
700	2803	1195
701	2807	1191
702	2811	1187
703	2814	1183
704	2818	1179
705	2821	1175
706	2825	1171
707	2829	1166
708	2833	1162
709	2836	1158
710	2840	1154
711	2843	1150
712	2847	1146
713	2851	1142
714	2854	1137
715	2859	1134
716	2862	1129
717	2866	1126
718	2869	1121
719	2873	1117
720	2877	1113
721	2882	1109
722	2887	1106
723	2890	1101
724	2895	1098
725	2898	1094
726	2902	1090
727	2906	1085
728	2908	1081
729	2913	1077
730	2916	1073
731	2920	1069
732	2923	1064
733	2926	1060
734	2929	1056
735	2932	1052
736	2936	1047
737	2941	1044
738	2944	1039
739	2948	1035
740	2952	1031
741	2955	1027
742	2958	1023
743	2962	1019
744	2966	1015
745	2969	1010
746	2972	1006
747	2976	1002
748	2981	998
749	2983	994
750	2987	990
751	2990	986
752	2994	982
753	2996	977
754	3001	973
755	3004	969
756	3008	965
757	3010	961
758	3014	957
759	3016	952
760	3020	948
761	3023	944
762	3027	940
763	3029	935
764	3033	931
765	3037	927
766	3042	924
767	3046	920
768	3049	915
769	3052	911
770	3057	908
771	3061	904
772	3064	899
773	3068	896
774	3071	891
775	3075	887
776	3078	883
777	3082	879
778	3085	875
779	3090	871
780	3093	867
781	3097	863
782	3100	859
783	3104	855
784	3109	851
785	3112	847
786	3116	843
787	3120	839
788	3124	835
789	3128	831
790	3131	827
791	3134	823
792	3138	819
793	3142	815
794	3146	811
795	3150	807
796	3154	803
797	3156	799
798	3159	794
799	3164	791
800	3167	787
801	3171	783
802	3175	779
803	3178	774
804	3182	770
805	3186	767
806	3191	763
807	3194	759
808	3198	755
809	3201	751
810	3205	747
811	3209	743
812	3213	739
813	3218	735
814	3221	731
815	3225	727
816	3228	723
817	3232	719
818	3234	714
819	3238	710
820	3241	706
821	3245	702
822	3249	698
823	3253	694
824	3257	691
825	3261	686
826	3265	683
827	3272	679
828	3280	676
829	3286	673
830	3290	669
831	3293	665
832	3298	661
833	3302	657
834	3306	653
835	3311	649
836	3316	645
837	3320	641
838	3323	637
839	3327	633
840	3331	629
841	3335	625
842	3338	621
843	3342	617
844	3346	613
845	3350	609
846	3353	605
847	3358	601
848	3362	597
849	3364	593
850	3367	589
851	3371	585
852	3375	581
853	3378	577
854	3381	573
855	3384	569
856	3388	565
857	3390	561
858	3394	557
859	3398	553
860	3402	549
861	3405	545
862	3409	541
863	3413	537
864	3417	533
865	3420	529
866	3424	525
867	3427	521
868	3430	517
869	3433	513
870	3438	509
871	3441	505
872	3445	501
873	3448	497
874	3453	493
875	3457	489
876	3461	485
877	3465	481
878	3467	477
879	3472	473
880	3475	469
881	3478	465
882	3481	461
883	3486	457
884	3488	453
885	3493	449
886	3497	445
887	3500	441
888	3504	437
889	3507	433
890	3511	429
891	3514	425
892	3520	421
893	3525	417
894	3528	413
895	3532	410
896	3536	406
897	3540	402
898	3543	398
899	3547	394
900	3551	390
901	3555	386
902	3557	382
903	3561	378
904	3566	374
905	3569	370
906	3573	366
907	3576	362
908	3580	358
909	3583	354
910	3587	350
911	3591	346
912	3595	342
913	3600	338
914	3603	334
915	3607	330
916	3610	326
917	3614	322
918	3617	318
919	3620	314
920	3623	310
921	3628	306
922	3630	302
923	3635	299
924	3638	294
925	3642	291
926	3645	287
927	3649	283
928	3653	279
929	3657	275
930	3660	271
931	3664	267
932	3667	263
933	3670	259
934	3673	255
935	3677	251
936	3680	247
937	3684	243
938	3688	239
939	3692	235
940	3697	231
941	3699	227
942	3704	223
943	3706	219
944	3711	216
945	3713	211
946	3718	208
947	3722	204
948	3726	200
949	3730	196
950	3732	192
951	3736	188
952	3739	184
953	3744	180
954	3747	176
955	3751	172
956	3755	168
957	3759	164
958	3761	160
959	3766	156
960	3769	152
961	3773	149
962	3776	145
963	3780	141
964	3783	137
965	3787	133
966	3792	129
967	3794	125
968	3798	121
969	3801	117
970	3806	113
971	3809	109
972	3814	105
973	3816	101
974	3821	97
975	3824	94
976	3828	90
977	3830	86
978	3834	82
979	3837	78
980	3841	74
981	3843	70
982	3848	66
983	3850	62
984	3855	58
985	3857	54
986	3861	50
987	3864	46
988	3870	43
989	3872	39
990	3877	35
991	3881	31
992	3884	27
993	3889	23
994	3892	19
995	3895	15
996	3898	11
997	3903	7
998	3906	3
999	3910	0
